title,isEdited,userName,date,review,rating,app_name,app_id,developerResponse
I like it,False,7326sr,2021-06-15 12:36:11,Good variety of options to choose from.,5,headspace-meditation-sleep,493145008,
Perfect for Sleep & Meditation,False,⏬↩️⤴️⏺⏭,2021-05-26 07:27:06,"Headspace is wonderful! It’s perfect for sleep, general relaxing, becoming a morning person, anything you need!",5,headspace-meditation-sleep,493145008,
So nice,False,Viketchum,2021-05-16 18:29:05,I have only been doing headspace for a few days and it has been so therapeutic ‘,5,headspace-meditation-sleep,493145008,
Very helpful,False,🤍🖤❤️🧡💛💚💙💜🖤🤍,2021-05-07 01:54:32,Headspace helped me to fall asleep and haloed my anxiety as well I’m thinking of buying premium because of how good the free ones are!🥰,5,headspace-meditation-sleep,493145008,
Great App!,False,Loai.,2021-05-02 20:47:58,Its a great app for meditation and for daily exercises for mind and body! I start my day with headspace and end it with headspace. Recommend for everyone.,5,headspace-meditation-sleep,493145008,
Amazing,False,Unown.,2021-04-10 04:05:42,I use this to fall asleep cause I used to take 3 hours to fall asleep but I can fall asleep in 5 minutes with headspace.,5,headspace-meditation-sleep,493145008,
HeadSpace App,False,C :) Chase,2021-04-08 13:07:35,"Best mediation App there is ! I love the group bundles of meditation because it focuses in on topics that you may be struggling with in your day to day life ( pain , managing anxiety, focus, pregnancy, appreciation, happiness) .",5,headspace-meditation-sleep,493145008,
Best Decision,False,"Kate BSN, RN",2021-02-11 12:40:15,Starting my day with the wake up has been wonderful and I plan to continuously use it for 2021!,5,headspace-meditation-sleep,493145008,
Headspace is my meditation app,False,Redstone Girl,2021-02-07 13:44:12,"Andy’s voice is so soothing to me, like a good friend every time I listen to him. I feel he is te one to help me get into a good space.",5,headspace-meditation-sleep,493145008,
Fantastic program,False,u will love this guy 1,2021-01-20 13:52:35,Super program using it daily great for calming anxiety keeping focused and helping with sleep,5,headspace-meditation-sleep,493145008,
Life changing,False,Reb26R,2021-01-19 16:03:29,I’m so grateful for this app. It’s completely changed my life for the better.,5,headspace-meditation-sleep,493145008,
Good review,False,sarrrrt,2020-09-17 09:11:37,I love this app so much it helps me. I’m 11 and go to school online and I need make sure that I stay up on classes,5,headspace-meditation-sleep,493145008,
"no, for so many reasons",False,bakipfer,2020-12-14 22:11:27,"I is like going to a diner, where they attempt to serve all things to all people. But there is no underlying spirituality and it feels unsettling, not calming. The voice is not tolerable. The message is often unclear, especially the wrap-up sentence after you do a session. No, thank you, for so many reasons.",1,headspace-meditation-sleep,493145008,
Life changing,False,Debbiemom.md,2020-08-10 14:42:09,It is part of my every morning routine. It is an anchor in stressful times. It has helped with my ancoety,5,headspace-meditation-sleep,493145008,
Favorite app of all time,False,clydetiberius1,2020-07-08 05:37:19,Wish there were more sleep casts,5,headspace-meditation-sleep,493145008,
Makes me calm and focused,False,oooiiiiikikk,2020-06-16 22:16:42,Makes me calm and focused just like the title says so I want to stop try doing it by myself instead Headspace,5,headspace-meditation-sleep,493145008,
Missing one thing: dark mode,False,bfrombk,2020-07-05 02:08:28,Sleepcasts are brilliant (Monsoon Hour: incredibly beautiful!). Wind downs are game changers. But this app needs to allow users to utilize it in dark mode.,4,headspace-meditation-sleep,493145008,
LOVE IT,False,Grace El Crack head,2020-05-28 14:13:51,I haven’t been able to get a good nights sleep an a while but with this app it made it so easy,5,headspace-meditation-sleep,493145008,
Good tool,False,Enagy2,2020-06-13 22:24:17,So overall Headspace is a 4 out of 5 for me. I think it’s a great learning tool for anyone who needs help clearing their mind and it’s a great tool for families to use to help teach mindfulness.,4,headspace-meditation-sleep,493145008,
Could you add a feature to help me smeditate?,False,Cailin's reviews,2020-06-07 02:44:05,"Could you allow me to create my own playlist, and allow me to add a meditation to my favorites?",4,headspace-meditation-sleep,493145008,
Amazing app - Wildly overpriced,False,Kelby100993,2020-05-08 19:28:06,"I love this app but it should cost considerably less per month, especially in a time such as this.",5,headspace-meditation-sleep,493145008,
Amazing!,False,ellienovakiller,2020-04-06 21:01:57,I really like this app because I have a problem relaxing during meditation. This app really helps me relax and destress.,5,headspace-meditation-sleep,493145008,
My favorite mindfulness app,False,Roco642,2020-01-15 13:37:19,"This app provides guidance, gives practical strategies to let go and allow awareness, kindness, forgiveness and joy to emerge.",5,headspace-meditation-sleep,493145008,
Need more sleep radio,False,jordanmshoop,2020-03-28 04:45:10,"This app helps me fall asleep quickly and drown out noisy roommates. But PLEASE either make sleep soundscapes loop-able, or make more sleep radio options 👏",4,headspace-meditation-sleep,493145008,
Really Helpful!!!,False,K1t3hen,2021-05-02 00:52:51,It is a really helpful app. I use it especially when I encounter harsh emotions. Highly recommended!,5,headspace-meditation-sleep,493145008,
Review,False,Bhylick,2021-04-16 03:06:23,Headspace has really helped me ! I am excited to get on my phone everyday for its daily mindful activities.,5,headspace-meditation-sleep,493145008,
The voices of the teachers are soothing.,False,SaiatS,2021-01-20 12:53:27,This app helps me stay the course of meditation that I chose. It helps with the soothing voices and pleasant visuals of the app interface.,5,headspace-meditation-sleep,493145008,
First meditation app,False,Djjulznj,2020-07-15 14:16:58,Great introduction to meditating. Headspace makes it easy to learn how to meditate. Thank you guys! Definitely would recommend!,5,headspace-meditation-sleep,493145008,
Unable to open app,False,Dhdiejcfbdjdhf,2020-10-20 08:39:13,"After opening the app for the first time, I find myself being unable to open the app unless reset my phone.",3,headspace-meditation-sleep,493145008,"{'id': 18681491, 'body': ""We're so sorry for the trouble with opening the app. Please send us a note to help@headspace.com and we'd be happy to assist further.\n"", 'modified': '2020-10-24T19:59:52Z'}"
Subpar,False,Zl b,2020-10-05 22:05:02,"I was looking forward to my 7 day free trial, but was sadly disappointed. I then tried to cancel my subscription, and I tried 3 different methods which they mentioned online. None of them worked. I was then charged for a month.",2,headspace-meditation-sleep,493145008,
Great variety of stuff.,False,Whiteywhite129,2020-06-21 14:57:01,great little meditation exercises. Always something new to keep your meditation sessions fresh!,5,headspace-meditation-sleep,493145008,
Love this app,False,hdhdbsjdc,2020-05-26 21:47:43,I love this app I went outside and layed in the sun while listening to the app. It completely relaxed me I was calm and mellow. 100% Recommended,5,headspace-meditation-sleep,493145008,
BEST EVER. USE FOR PANICK ATTACKS/severe depression,False,JonGlobal,2020-04-19 19:11:12,"For those with panick attacks-use this heavenly app
For those with severe depression-use this!!!
For those who feel detatched from their body. This will help. It helps my gut too!",5,headspace-meditation-sleep,493145008,
This is weird,False,potterfan11023,2020-05-26 06:19:30,I tried to sign up first i used a fake name cause what would you have to sign in to meditate then it said error so I used my real name and it said error again I kept trying and trying but all I got was error headspace if you can tell me what’s wrong that would be helpful,1,headspace-meditation-sleep,493145008,"{'id': 15661732, 'body': 'Sorry for any trouble signing up! Please send our team a note at help@headspace.com so we can look into this for you.', 'modified': '2020-05-30T00:48:30Z'}"
"I like, I love it 👍🏻👍🏻👍🏻👍🏻👍🏻",False,Micheline12#7890,2020-05-16 17:01:06,It’s a very cool app to meditate. I use this app with my mom she likes it too but some stuff you have to pay for but meditate or money I say money so I don’t like it when they ask you to pay so anyway be safe!!!!,3,headspace-meditation-sleep,493145008,
Changed My Life,False,Jd34455666777,2020-04-15 15:42:51,excuses.  Very easy to use.  There is something here for everyone.  Well done.,5,headspace-meditation-sleep,493145008,
Headspace is excellent !,False,Alvaro Vergara-icloud,2020-02-19 09:27:25,"Its very easy to use, has multiple meditation and mindfulness courses and all its content is simply excellent!",5,headspace-meditation-sleep,493145008,
Just like all the rest,False,MercieB,2020-04-12 12:03:41,"This app fall short of all expectations. I dont know why i thought it would be any different, but this is virtually useless unless you pay a ridiculous fee for a membership ( which plus yearly can exceed $350) 
Deleting complete waste of time",1,headspace-meditation-sleep,493145008,"{'id': 14908602, 'body': ""Sorry for any trouble, but our subscription definitely shouldn't be exceeding $350. Our annual subscription is currently $69.99 USD (plus any applicable fees or taxes), but if you've been charged more than that, please send our team a message at help@headspace.com and we'll get this sorted out for you!"", 'modified': '2020-04-25T19:54:06Z'}"
Sneaky,False,kaskaide,2020-02-13 05:33:36,"Be wary. I downloaded just to try it and they signed me up for a year subscription on auto renew. Was surprised to see a $70 charge for something I never agreed to. Currently disputing a refund with Apple. I will never give this company money, and I will recommend to everyone I know to not even think about downloading it.",1,headspace-meditation-sleep,493145008,
Best app for mindfulness,False,iPhoneJim,2020-01-23 18:15:30,Everyone should be attempting at least 10min of mindfulness meditation a day. This is the best app I’ve found for that goal,5,headspace-meditation-sleep,493145008,
Healthy habit,False,HaleyBaily:),2020-01-20 05:17:17,Having a focus on any type of healthy habit or mental focus is a wonderful thing in my book!,5,headspace-meditation-sleep,493145008,
Love this!,False,Love it- I use all the time,2020-01-08 22:47:04,I make all my clients download because everyone loves it. Amazing benefits- I wish I could get referral points.,5,headspace-meditation-sleep,493145008,
Bad customer service,False,相似一锦年,2020-01-11 14:55:55,"I was trying to cancel my manual subscription & get a refund on the charge that’s made by automatic renewal which I forgot to turn off, contacted the tram via emails and social media platforms several times, never got an answer.  Very disappointed at the customer service.",1,headspace-meditation-sleep,493145008,
Stressful time,False,MLSL2,2020-01-05 16:06:42,This has helped me get through a stressful time that I hadn’t even recognized as stressful till I started to meditate.,5,headspace-meditation-sleep,493145008,
Super helpful,False,Starry2020,2020-01-03 16:34:24,"By using this app, I become obsessed with meditation. This fundamentally changes my life in a good way. Thank you, Headspace.",5,headspace-meditation-sleep,493145008,
Too much graphics.,False,djk_starbuck,2020-01-02 18:07:18,With all the graphics and different things tgey display its hard to just pickup where you left off.   If this causes stress better off dumping headspace for simpler meditation app,3,headspace-meditation-sleep,493145008,
Thank you,False,heybloom,2021-04-16 15:14:24,"The best app out there for meditation and more! 
Thank you for creating headspace, there’s so much to help you calm",5,headspace-meditation-sleep,493145008,
A good app—if you pay…,False,hwlqvfiqna,2021-05-31 10:47:40,The app should have more free options for example with advertisements. Its not friendly to free consumers if your app is free but purchases are almost mandatory to enjoy the experience.,3,headspace-meditation-sleep,493145008,
App needs an update ASAP,False,Mandawe,2021-04-20 16:31:43,I tried entering into the app and it was taking forever to load and then proceeded to kick me out and i have to log back in. And every time i try to log back in it takes forever to load and then says “request timed out”. Needs to be fixed ASAP,1,headspace-meditation-sleep,493145008,
It works,False,Asa0205,2021-03-31 12:13:21,Headspace helps train the mind.  If you dedicate time to it you will discover the benefits if meditation.  The sleep meditations are good too.,5,headspace-meditation-sleep,493145008,
Love,False,Sam Allred,2021-03-25 17:42:35,This app has had a huge positive impact on my life! Grateful for headspace and the team for making this happen.,5,headspace-meditation-sleep,493145008,
Like a bolster,False,just trying to be,2021-03-01 01:25:40,Iuse Headspace when I feel particularly agitated and sitting without guidance seems beyond possible. Grateful for the lessons I learn and practice.,5,headspace-meditation-sleep,493145008,
Literally life changing,False,rononthetrail,2021-02-21 16:32:55,This app doesn’t just facilitate mediation. It teaches meditation and how to live a mindful life. I can’t rectitude highly enough!,5,headspace-meditation-sleep,493145008,
Your rate,False,A goodine,2021-02-14 14:38:48,"Hi! I am Aubrie Goodine. I love this app it is relaxing and helping with my anxiety. I am eight years old, and my dad pressures me. This app is really getting my mind off it

 Sincerely, Aubrie",5,headspace-meditation-sleep,493145008,
Amazing,False,StacyWashington,2021-02-10 15:00:39,It has really helped me through my daily life and obstacles,5,headspace-meditation-sleep,493145008,
Yeah,False,fpUltra,2021-02-05 14:43:54,This has helped me find a lot of myself and become contempt with my life and me as a person.,5,headspace-meditation-sleep,493145008,
More Dora please!,False,Urse,2021-02-10 02:23:52,"I like the app but the two teacher choices aren’t as good as Dora, who is only available for a few meditations...please make basics 2 and 3 with her!",4,headspace-meditation-sleep,493145008,
I love it.,False,Dave S L 10,2021-01-27 11:34:01,"I love it. As someone with anxiety, this app is very helpful in my day to day life. I use it every morning to start my day.",5,headspace-meditation-sleep,493145008,
Blues sky’s,False,Peaches pete,2021-01-25 14:11:53,Definitely don’t feel the same if I don’t get my morning meditation in,5,headspace-meditation-sleep,493145008,
Nice Variety!,False,kathryncodo,2021-01-23 06:31:00,"I shave been using the app for pain management to great relief and I just discovered the Wake up section, what a treat!",5,headspace-meditation-sleep,493145008,
I like it and hate it,False,Bommmmmmmmmmmmhhhhhhhddd,2021-01-24 16:50:12,I hate it bc you have to pay i like it bc you can sleep but it takes me bout 10 or 5 min to go to sleep but i like it its good but bad I know this rate is short but here my rate 👁👅👁,3,headspace-meditation-sleep,493145008,
Really Relaxing,False,damonk37,2021-01-22 14:42:13,Andy has a great voice and talks just slow enough to not get caught up in his speech,5,headspace-meditation-sleep,493145008,
So much more than just a meditation app,False,minddown,2021-01-16 13:41:59,This app has such a broad array of ways it teaches or motivates its audience to move toward healthy living.,5,headspace-meditation-sleep,493145008,
Best App,False,Colton E Berger,2021-01-14 16:00:35,"This app is so good in so many ways. It has truly changed my life. From sleep to how I act, thank you headspace!",5,headspace-meditation-sleep,493145008,
This app has changed my life!,False,shanimal_sf,2021-01-13 06:22:12,A little bit of therapy every day,5,headspace-meditation-sleep,493145008,
Headspace is what we all need right now!,False,BlackFrancisFan,2020-06-25 14:31:22,The guided meditations are concise and effective. Great app and already a part of my daily routine.,5,headspace-meditation-sleep,493145008,
Was able to fall asleep!!,False,MichaelBello03,2020-06-09 18:58:46,Struggled with insomnia and waking up from stress/school reasons all the time and the free meditations helped so much!👍🏿,5,headspace-meditation-sleep,493145008,
Most definitely recommend,False,tyscotpit,2020-05-19 07:59:53,This app has changed my life!! I love it!!,5,headspace-meditation-sleep,493145008,
More voice options would be a big improvement,False,saqwsaqwsaqw,2020-05-20 18:31:56,"The app is ok. It’s not usable for me, though, because the voices are so incredibly irritating. I wish they had choice of neutral accents and more voice options.",2,headspace-meditation-sleep,493145008,
Life Changing App,False,Pannaman,2020-05-17 12:18:36,I’ve struggled with anxiety for many years and this app has helped somuch to deal with it.,5,headspace-meditation-sleep,493145008,
It keeps getting better,False,Mashup Bangers,2020-05-14 23:09:04,"It’s deceptively simple at first but it keeps getting deeper, more rewarding and oddly friendlier 👊🏻❤️🙏🏻

This app is one of my pals.",5,headspace-meditation-sleep,493145008,
Add meditations,False,alliebelle2469,2020-03-02 07:08:39,"I love this app... But I am diabetic and sometimes very emotional. Something I would recommend is adding meditations for depression, anxiety, and post breakdowns.",5,headspace-meditation-sleep,493145008,
My journey,False,"86262&;,?hdjwo",2020-05-13 21:35:17,I just started headspace and love it! I just think they should offer better deals for students thats all.,4,headspace-meditation-sleep,493145008,"{'id': 15327958, 'body': ""Hey there! If you're a student in the US, we have a Student Plan available! Feel free to reach out to our team at help@headspace.com for more details."", 'modified': '2020-05-15T00:01:27Z'}"
Crash upon open,False,Adrianamo819,2020-05-06 23:00:12,"I can’t open the app. It crashes and shuts down as soon as I try to load it. Maybe instead of offering free memberships to all LA residents, you guys can focus on having an app that works for your long term members?",2,headspace-meditation-sleep,493145008,"{'id': 15174817, 'body': 'So sorry for any trouble! We did recently experience a very brief issue on May 6, but that has since been fixed. If you continue to run into any trouble with the app, please send our team a note at help@headspace.com so we can look into it for you.', 'modified': '2020-05-08T00:35:24Z'}"
Money,False,sam293726738,2020-05-05 14:15:03,"This app is great, and I really want to explore the rest of the meditation. However, I’m not going to spend $300 on an app. Maybe $150 with monthly payments, but that’s maximum.",4,headspace-meditation-sleep,493145008,
Great app ran by crooks,False,upsetmedit@tor,2020-03-30 11:55:05,"Love the app and want to keep it but second time now that I got over charged. Defeats the purpose of learning to meditate and getting upset about someone trying to take advantage of everyone.
Think twice before downloading the app!",2,headspace-meditation-sleep,493145008,
Terrible,False,"s90""",2020-03-22 12:58:39,You literally have to pay for almost everything. It also is not affordable 60$? Meditation should be free. I have found an app that is better for free. They absolutely do not charge you. I am sorry but I hate this app and never going back to it.,1,headspace-meditation-sleep,493145008,
Only download if you want to spend a ridiculous amount of money for an app,False,thisgameisrealbad,2020-03-06 20:09:48,This app offers NOTHING to people who don’t want to spend money on an app and you have to pay a subscription to use it 😤 if you’ve got money to throw away then download this! It’ll do a great job!,1,headspace-meditation-sleep,493145008,
Love it. Expensive.,False,Big-Unit,2020-02-27 11:54:42,Love the app and the content. The guided meditations and extra features like sleep casts are great. Just a bit pricey.,5,headspace-meditation-sleep,493145008,
Thank you!,False,masonpetrosky,2020-01-16 15:20:28,I have extremely bad anxiety and Headspace has been a saving grace to me in dark times.,5,headspace-meditation-sleep,493145008,
Review,False,Chris853368986,2020-02-01 02:24:13,I dont really like headspace because when you start you Neely get any medatacions and then it gets boring and you never use it.,4,headspace-meditation-sleep,493145008,
AWESOME APP!,False,katherinee2277,2020-01-14 11:08:58,"There are types of meditation available for sleep or just relaxation and peace of mind. I really love it tbh , it helps me focus and at the same time be relaxed this app is a must 🤞🏽😌",5,headspace-meditation-sleep,493145008,
A daily companion for steady growth,False,KubaLibre1,2021-06-30 02:00:41,"The headspace app functions to perfection with meditations, focus music, and more. I use it in combination with the Noom app for weight management and it is a brilliant combo.",5,headspace-meditation-sleep,493145008,
Amazing app!,False,giraffeunicorn10123,2021-06-28 17:53:50,"This app is so great and you should definitely buy it, that is all I’ve got to say.",5,headspace-meditation-sleep,493145008,
Just the best,False,Chasmi13,2021-06-25 06:21:59,The way it makes my children fall asleep so easy,5,headspace-meditation-sleep,493145008,
Thank you,False,Abbyshayshay,2021-05-18 18:55:22,I’d just love to thank Andy. And everyone who’s made it possible for me to meditate with Andy. This app is life changing.,5,headspace-meditation-sleep,493145008,
This app is very helpful but…,False,Katelynjost12708,2021-06-25 01:35:52,"This app is very helpful and the meditations are very relaxing but mostly all of the meditations you have to buy or have Headspace Plus, which is a little disappointing.☹️",3,headspace-meditation-sleep,493145008,
The best meditation app I think,False,nico patel,2021-05-12 22:47:43,"It’s the best because you have choice of speaker, and you can enjoy silent pauses (no music).",5,headspace-meditation-sleep,493145008,
Great for relieving stress and sleeping,False,06525,2021-05-01 18:21:20,Many useful programs and exercises to tailor to your own needs. I like the choice of different voices as guides.,5,headspace-meditation-sleep,493145008,
So glad that you added Dora,False,ecraipcaa,2021-04-18 16:37:04,I love this app so much. Helps keep me centered. And I love Dora’s approach. Thank you so much for adding her in! And thank you Dora!!,5,headspace-meditation-sleep,493145008,
Amazing,False,ally1020202@,2021-03-26 09:08:23,I Couldn’t sleep at ALL But when I got this I’ve been able to sleep!,5,headspace-meditation-sleep,493145008,
Amazing help,False,AmosMXD,2021-03-22 01:23:54,"Wow this is great. I’m just learning to meditate, and this has all the tools I need. I love the gently guided meditations and all the encouragement it gives.",5,headspace-meditation-sleep,493145008,
True Demonstration of excellence,False,Sabytino,2021-02-28 02:14:12,Learning new methods of meditation helps me become a better person.,5,headspace-meditation-sleep,493145008,
My review,False,yogurlanna,2021-02-22 13:59:57,I love it because it’s so legit it is really a working app I see myself using often.,5,headspace-meditation-sleep,493145008,
Great relaxing app,False,relaxeddavid,2021-02-10 04:13:25,Have felt far more relaxed and clear minded since starting to do this on a daily basis!,5,headspace-meditation-sleep,493145008,
This is awesome,False,kck0527,2021-01-22 04:16:18,Your app is the best app the wind down cool down and exercise with out this I would be so stressed and tired thank you headspace,5,headspace-meditation-sleep,493145008,
App is completely broken,False,hrndhdksjssensjsien,2021-02-04 05:57:38,"Signed up for the free trial (which will start charging money in a week) but the app doesn't work at all. Tried uninstalling and redownloading and it won't even download. Never seen an app this broken, especially one that charges money",1,headspace-meditation-sleep,493145008,"{'id': 20910284, 'body': 'Sorry to hear about the trouble with your subscription. Please send us a note to help@headspace.com so we can further assist you with this. ', 'modified': '2021-02-07T22:41:47Z'}"
Life changing,False,Men Wielding Fire,2021-01-20 15:35:05,The most mind changing think I have done for my life thank you Jack Lyons,5,headspace-meditation-sleep,493145008,
Excellent guided meditation,False,jsp202,2021-01-13 13:47:14,"I’ve had trouble with staying focused during meditation, and Headspace guided sessions (at adjustable lengths of time) have helped me out tremendously.",5,headspace-meditation-sleep,493145008,
I’m not working,False,BOD20,2020-06-28 13:54:29,Would I be able to get this free? I have been laid off since March?,5,headspace-meditation-sleep,493145008,"{'id': 16267967, 'body': 'Feel free to reach out to our Support Team at help@headspace.com and we can help you get started!', 'modified': '2020-06-28T22:34:03Z'}"
Impossible to delete,False,pkstill,2020-08-29 16:57:53,"I clicked a link for a free educator account. Instead, after creating account learned it’s a very limited free version with option for 7-day free trial. Instructions to delete lead in circles. I see no integrity associated with this app. Definitely not relaxing, either.",1,headspace-meditation-sleep,493145008,"{'id': 17614150, 'body': ""We're sorry about the trouble with redeeming the free educator's subscription. Please send our team a note to help@headspace.com and we can further assist you with this.\n"", 'modified': '2020-08-31T23:28:06Z'}"
Recents,False,Major broken,2020-06-16 06:33:45,Thank you for updating the layout to display Recents first. It is my favorite non-auditory feature of the app.,5,headspace-meditation-sleep,493145008,
Change it back!,False,Revilo24,2020-05-26 06:35:57,The new updates are terrible. I miss the cute illustrations and the easy to navigate pages.  The colors are unpleasant and the format is just off.  :(,3,headspace-meditation-sleep,493145008,
Headspace Review,False,lknCF,2020-05-03 06:33:49,Really like the daily message from Andy!!  Also the wake up is ok too sometimes.  Still like Andy best!!!!!,5,headspace-meditation-sleep,493145008,
Amazing app!!,False,tpag23,2020-04-15 15:06:13,Andy is incredible! And the app has so many great features and hours of content!!!,5,headspace-meditation-sleep,493145008,
Headspace fits into daily routine,False,Ike999,2020-04-08 19:24:56,Headspace gives me a gentle reminder of what’s important. Stay the course with self care everyday.,5,headspace-meditation-sleep,493145008,
Super Cool!,False,LocaLeti,2020-03-18 03:33:30,Love Headspace!  Very easy to navigate with soothing voices for guided meditation.  Images of character faces are endearing & bring a smile every time I open the app!,5,headspace-meditation-sleep,493145008,
Headspace is 🥰😍😌😉😀😃😄😁😆🤩🤩🤩🤩🤩🤩🤩🤩,False,Diverson52,2020-02-26 02:27:55,"Headspace is probably the most successful meditating app ever!! It is helpful for school home sleep and just about anything so, I give it five stars",5,headspace-meditation-sleep,493145008,
Taking Time,False,gdfxr dgccnvc,2020-02-13 15:11:59,"I really enjoy my time with Headspace 
I remind me to take time out for myself. I really matter",5,headspace-meditation-sleep,493145008,
Calm,False,chicken_wing15,2020-02-13 01:25:36,I have anger issues and this app has changed my life. It calms me and teaches me lots of life lessons. This app is great for calming you down.,5,headspace-meditation-sleep,493145008,
Amazingly worth it!,False,JJayleeJornsS,2020-01-28 03:06:40,"This is is worth the money, it has helped me so much calming down and becoming happier!",5,headspace-meditation-sleep,493145008,
I hate this app😭,False,marly.f,2020-01-25 19:06:31,I downloaded this app hoping it would help me sleep but everything cost money and if you don’t sign up for the trial then you can’t do anything on it because everything is locked and I’m so tired😭 you don’t even understand I can’t go to sleep at all.,1,headspace-meditation-sleep,493145008,
Great app but makes it difficult to cancel,False,Inspiration addict,2020-01-12 00:35:46,I loved the app! The sessions are great! My only complaint is they make you jump through a few hoops to cancel the subscription.,3,headspace-meditation-sleep,493145008,
Horrible,False,i am pure anger,2020-01-03 02:34:36,"Ok so I chose sleep because i couldn’t fall asleep and I have insomnia.  So I was looking through the sleepscapes, and you can literally do nothing!  All it does is try to make you pay for the subscription, while some people actually need help!!!  If I could give it zero stars I would.",1,headspace-meditation-sleep,493145008,
New to this,False,nick00720,2021-05-11 09:45:11,Very impressed so far with the free trail. It couldn’t be any simpler. I plan on exploring the paid version and continuing.,5,headspace-meditation-sleep,493145008,
Recommend,False,hehehe i am crazy,2021-04-24 03:31:07,This app helps you a lot I totally recommend😃👏,5,headspace-meditation-sleep,493145008,
Love this app,False,master soul crusher,2021-03-22 16:06:14,I love the headspace app: it has become a routine part of my day to learn and practice meditation. Highly recommend!,5,headspace-meditation-sleep,493145008,
Meh,False,TaraSat,2021-04-06 11:15:20,"Not very user friendly. Feel like I have to dig & go through multiple screens to find things, which annoys me & defeats purpose of my calm mornings & trying to meditate.",3,headspace-meditation-sleep,493145008,
Thanks God I found it!,False,soniancp,2020-11-17 12:07:07,"Easy and affordable way to learn meditation! Step by step, day by day, it’s helping me so much !",5,headspace-meditation-sleep,493145008,
Greedy,False,uhtshl,2021-02-02 05:17:22,They made something about self love and mindfulness something you need to pay for. Even courses that were free before now need you to sign up. Just disappointed,2,headspace-meditation-sleep,493145008,
Not what I  had hoped,False,SDS2726,2021-01-24 03:19:00,"The longer minutes on the meditation is not extended meditation, they just put gaps in between phrases, no music. I thought my headphones had stopped working!  I found Jeff’s voice annoying and Dora has a lisp. I also find the meditation are not as well produced as the ones on Calm.",1,headspace-meditation-sleep,493145008,
I love headspace! I would give it five stars if I didn’t have to pay for my upgraded subscription!,False,Jeremy eld,2020-12-03 20:08:06,Great app. Upgrade costs $. Simple as that.,4,headspace-meditation-sleep,493145008,
Calming,False,Izzi Sage,2020-05-16 23:17:07,"Headspace is a calming app that helps me with sleep all the time. I LOVE IT!! I would recommend it to anyone who has trouble sleeping, keeping temper an stress.

Izzi",5,headspace-meditation-sleep,493145008,
Annoying,False,skullgirl8,2020-07-26 14:04:43,"English accents are not soothing. And that’s the only option you get. There’s one guy and one woman and they both have English accents. I don’t want to listen to that when I’m trying to meditate. Plus, the interface is bright white which is not calming at all.",1,headspace-meditation-sleep,493145008,"{'id': 16908226, 'body': 'Thank you for your review regarding the voice options for our content! I will be sure to pass along this feedback to the right Headspace team. Feel free to also get in touch with our team at help@headspace.com if you have any other suggestions or questions.', 'modified': '2020-07-27T19:24:07Z'}"
Great App But...,False,Some Random Cat,2020-05-25 03:35:45,This app is great besides the fact that nearly all the content must be paid for. If you really wanted to help people relax or if you really wanted to make a good app you wouldn’t charge for it.,3,headspace-meditation-sleep,493145008,
Always love this app,False,Hetshoc,2020-04-19 13:54:25,It taught me so much and thank you for your generosity during this time of the virus,5,headspace-meditation-sleep,493145008,
Made my life better,False,😚🤪🤩😔🤬,2020-04-14 17:37:42,Can’t thank this app enough.,5,headspace-meditation-sleep,493145008,
Life hasn’t been the same. LITERALLY 😌,False,J.Leor,2020-03-07 14:43:43,So I started using this app for  sleep 😴 now I use it for morning meditation 🙌🏼,5,headspace-meditation-sleep,493145008,
Terrible new update - people talking,False,Greatappisworks,2020-03-23 03:43:15,I hate the new update with the people talking and you always see them on homepage. I come to this app versus others because of the animation and cohesiveness of the offering. Who wants to see a random persons face before trying to fall asleep.,1,headspace-meditation-sleep,493145008,
Life changing,False,freshly engaged,2020-03-02 16:18:31,Give this app a try. It can change your life.,5,headspace-meditation-sleep,493145008,
Sleep,False,mqiartz,2020-02-04 04:40:40,The one hour sleep meditation session gets me every time. I think the title of the session is called Doze.,5,headspace-meditation-sleep,493145008,
Headspace calms my mind.,False,dodinana6,2020-01-28 18:55:13,"I find that I look forward each day to Headspace. The guide has a calming, encouraging voice.",5,headspace-meditation-sleep,493145008,
Relieving,False,anthony a - ept,2020-01-23 22:16:53,This app has helped me sleep plus other things great value for what it delivers.,5,headspace-meditation-sleep,493145008,
I LOVE IT!!!!!!!,False,slap that booty girl,2020-01-17 02:56:53,I’m only 10 and I love this app! And it helps me a lot. No wonder my mom had this app💋💋💋💋🤗 thank you developer for making this amazing app🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾,5,headspace-meditation-sleep,493145008,
A great way to find peace,False,9 Dreams,2020-01-15 21:42:33,Perhaps I found this place just in time to lead a more happy life.,5,headspace-meditation-sleep,493145008,
Scammy now,False,Kyboo111,2020-01-17 01:17:52,Now its constantly logging me off in a pathetic attempt to get a sub. If you claim you offer the basics free then do it without the hassle. That just becomes a huge negative....... now Im never re subscribing because if subs have the same issue of constantly having to log back in its not worth it,1,headspace-meditation-sleep,493145008,
Headspace,False,Bob Adamcik,2020-01-03 05:35:51,It’s easy to navigate and use for a variety of needs and places.,5,headspace-meditation-sleep,493145008,
Mindfulness,False,smoke weed ever day,2021-05-29 04:08:17,I would love to use all the meditation tools you have for free but I enjoy meditation every day,5,headspace-meditation-sleep,493145008,
