developerResponse,isEdited,date,title,review,userName,rating,app_name,app_id
,False,2020-08-07 12:23:20,Amazing,This app is amazing and has really helped with any anxiety or stress I have,bear canada,5,sanvello-anxiety-depression,922968861
"{'id': 18201337, 'body': ""That's not right... Let's get this resolved for you.  Please contact us at info@sanvello.com so we can get this addressed. Thanks!\n\n"", 'modified': '2020-09-30T16:47:28Z'}",False,2020-09-25 20:13:18,Good app poor interface,The app is so helpful when I can get it to load. 7 out of 10 times it never loads up.,Niqueh21,2,sanvello-anxiety-depression,922968861
,False,2020-05-26 11:35:36,Great tool,"This tool is great so far for tracking, journaling and  is very resourceful!",LynnLove13,5,sanvello-anxiety-depression,922968861
"{'id': 16835039, 'body': 'Hi there! Premium access is available through health plans for many. We also had unrestricted free premium through July 15, and you can now extend free premium through the end of 2020 with sign up. Contact us at info@sanvello.com if you need any help taking advantage of these offers.', 'modified': '2020-07-23T14:53:01Z'}",False,2020-06-26 17:26:50,Amazing app but trouble with premium,"Even though it is a really cool app, it is a little frustrating how much is unavailable if you don’t have premium. Other that that, it is amazing and I use it every day.",audricko,1,sanvello-anxiety-depression,922968861
,False,2020-01-18 18:32:33,Non-medidator loves this app!!,"For someone who’s a non-meditator, this app is extremely helpful! I love it",cucharina,5,sanvello-anxiety-depression,922968861
,False,2021-02-14 01:35:10,Worth it,The basics are free and it can really help with less serious mental health orders,909star,5,sanvello-anxiety-depression,922968861
"{'id': 18201450, 'body': 'Great review! 👍 Thanks! ', 'modified': '2020-09-30T16:57:12Z'}",False,2020-09-27 02:54:33,Great application,Great application to help with your mental health and well being.,san_goth,5,sanvello-anxiety-depression,922968861
,False,2020-05-15 13:24:28,Ms. J,So on point and accurate! The best App for mental support!  I’m using it everyday and it’s helping me.,Rebster1,5,sanvello-anxiety-depression,922968861
,False,2020-07-07 03:10:56,Review.,So far so good. Can see possibilities for positive changes.,dcykosatvhecbjit,5,sanvello-anxiety-depression,922968861
,False,2020-05-25 16:19:45,Life changing,Saved my life. Literally,alisoneleine,5,sanvello-anxiety-depression,922968861
,False,2020-04-27 13:25:32,Future,Helping me with different strategies. Blog group helps.,gray42,5,sanvello-anxiety-depression,922968861
"{'id': 14100855, 'body': ""Thank you for the feedback. Sanvello aims to remain inclusive to all. We aren't necessarily trying to conflate religion with mental well-being. We just want to try and strike a balance. If you ever have any questions, feel free to reach out to us at: info@sanvello.com. Thank you again, have a great day!"", 'modified': '2020-03-18T20:28:15Z'}",False,2020-03-17 13:06:14,Take out the Eastern Religion to be great,I don’t want to know about ZEN or how to BE THE TREE.  Remove the religion and you would have a Great app.,caljets,4,sanvello-anxiety-depression,922968861
"{'id': 13564035, 'body': 'Thank you for your feedback. We are continuously working to improve the app and hope we can earn another star from you someday. Have a great day! ', 'modified': '2020-02-18T16:36:45Z'}",False,2020-02-17 22:11:19,App shows promise but shows underdevelopment,I like the app.  I love Kati!   But the app shows its under developed.  The UI is dated and videos shouldn’t show in 4x3 aspect ratio and N E V E R show their hosting... bright cove.,Cheese gnome,3,sanvello-anxiety-depression,922968861
,False,2021-06-30 19:51:35,It’s nice,It’s nice to have something check in on me,raymaynot,5,sanvello-anxiety-depression,922968861
,False,2021-04-05 12:56:21,Great beginning,Great tips for anxiety . I love the tracking journey process,Jean-ICE,5,sanvello-anxiety-depression,922968861
,False,2020-11-02 07:45:18,Very good app,"Very helpful app, very nicely laid out, easy and helpful to use. 💕💕💕",queen.beayana,5,sanvello-anxiety-depression,922968861
"{'id': 19912117, 'body': 'Thank you for your review. Please do contact us at info@sanvello.com with any questions or feedback for how we can improve your experience moving forward.', 'modified': '2020-12-21T20:27:52Z'}",False,2020-12-19 05:57:23,Title you really don’t know me!,My review is that I like a woman therapist that I am a unique person except from traumatic brain injury therefore IAM know you know what you guys need to do just kick back relax and smoke a big fat joint that’s what he’s out for,carposcastel1,1,sanvello-anxiety-depression,922968861
,False,2020-04-25 06:56:15,Well needed during this quarantine time,B,garbage trash broken nike app,5,sanvello-anxiety-depression,922968861
"{'id': 17767235, 'body': 'Wow!  Thank you for the very comprehensive feedback!   We sincerely appreciate it!  \n I will be sure to share this with our product team.  Good stuff. ', 'modified': '2020-09-08T22:22:59Z'}",False,2020-09-06 19:34:17,Great App for Mental Health,"I give Sanvello a 4.5 out of 5 because it is really extensive in providing services and activities for mental health and self-care, but it can be a little tricky to navigate. There are so many different parts of the application that at first glance and the first time I experienced using the app, I felt overwhelmed with the amount of information, which is its biggest weakness. However, there are more strengths than weaknesses. For example, there are so many features and tools one can use, including guided meditation, health log, hope log, thoughts journal, goals log, and guided journeys where users can interact with other users. Upon signing into the app, users are required to answer questions so that the app can cater to the users’ specific needs, mental health issues, and other issues one might be having. Sanvello is very secure, I feel safe and protected using it as they would not share my information because it is completely confidential. Another great aspect of this app is that they can connect/match users with life coaches and therapists, which may be intimidating and difficult to find elsewhere, if one doesn’t have any direction or guidance as to who they can seek help from. In addition, I like the images, icons, and colors used in the app is it is welcoming and calming at the same time. Although Sanvello has a wide age range starting from 12 through adulthood, I think encouraging adolescents to use this app can be beneficial for them. Overall, I believe Sanvello is an app’s usage for adolescents should be encouraged by social workers, teachers, parents, and other adult peers as it can help teach them how to learn, identify, and regulate their mental health while feeling supported by professionals and other peers that are feeling similarly to them.",madzter20,4,sanvello-anxiety-depression,922968861
,False,2020-04-20 06:58:40,Love it !!,It’s one of the best apps I’ve downloaded lol and I don’t ever write reviews,loveeskyee,5,sanvello-anxiety-depression,922968861
"{'id': 13970245, 'body': 'Wow! Thank you for this 5-star review. We truly appreciate it! The heart of Sanvello is our vibrant community of users, including you! If you ever have any questions, feel free to reach out to us at: info@sanvello.com. Thank you again, have a great day!', 'modified': '2020-03-10T18:17:51Z'}",False,2020-03-08 22:13:36,Amazing!!,"I love this app, i suffer from GAD and major depressive disorder, amazing people in groupchats and meditations help a lot",Alexandersrd,5,sanvello-anxiety-depression,922968861
"{'id': 14223301, 'body': ""Hi, can you send us an email at info@sanvello.com with the error you're seeing? Things are working for pretty much everyone so we'd love to figure out what might be going wrong. -Dale"", 'modified': '2020-03-24T21:56:53Z'}",False,2020-03-24 04:38:03,Not working,I try to do anything and it says Error with uploading whatever. Really annoying when you said it’s gonna be free for the time being,kirstykirty,1,sanvello-anxiety-depression,922968861
,False,2020-05-15 03:24:42,Thank you,This app has gave me a sense of calmness and relief thank youThis app is,babdhebsbr,5,sanvello-anxiety-depression,922968861
"{'id': 21326653, 'body': ""Thanks for your review and feedback, we apologize for any frustration caused by the notifications you've received. Please contact us at info@sanvello.com so we can help reduce the amount of notifications you receive on your account. Thank you."", 'modified': '2021-02-26T19:45:17Z'}",False,2021-02-24 17:39:47,Antithesis of a stress reducer,"This app’s goal is to help you meditate to reduce stress levels yet all this app does is send you 5 notifications and 3 emails a day reminding you to use their app. Literally the opposite of a stress reducer. It’s so intrusive and needy, TERRIBLE app.",Amilli6,1,sanvello-anxiety-depression,922968861
,False,2020-04-22 20:59:17,Review for Sanvello App,This is an amazing app! Very helpful I recommend to everyone.,peace.love.savy,5,sanvello-anxiety-depression,922968861
"{'id': 14689971, 'body': ""Hi, could you send us an email at info@sanvello.com? Which part of the app are you using when the audio isn't working? We haven't seen this recently (other than issues akin to there being a ball of lint in the headphone jack), hopefully we can figure out what's going on."", 'modified': '2020-04-15T19:23:46Z'}",False,2020-04-01 13:16:37,No sound,Looks like a good app but I can’t get the sound to play no matter what I adjust.,MP535,3,sanvello-anxiety-depression,922968861
,False,2021-04-04 22:51:28,Wonderful app/program,So helpful in managing and understanding anxiety!,Bailey Womack,5,sanvello-anxiety-depression,922968861
"{'id': 19964770, 'body': 'Thank you for the review, and welcome to Sanvello!🎉 Please do contact us at info@sanvello.com if you ever have any questions or feedback! ', 'modified': '2020-12-23T21:53:47Z'}",False,2020-12-19 05:26:50,Amazing app!,This app is the BEST mental helpness app there is. Just joined today... and i won’t regret it😄,yah yeeeeeeeaaaaaaat,5,sanvello-anxiety-depression,922968861
,False,2020-06-17 12:14:22,Music choice,Sone of the music is too Jaaring  may be choose softer high vibrational chants etc,zenxone,4,sanvello-anxiety-depression,922968861
,False,2021-04-27 08:01:21,Very helpful,Sanvello is extremely helpful,saraphiad,5,sanvello-anxiety-depression,922968861
,False,2020-12-23 16:23:51,Great App,This seems to be an involved app.  It hooks to Apple Health. I love the guided meditation people. Great voices. Lovely reminders.,Jeff n AZ,5,sanvello-anxiety-depression,922968861
,False,2020-07-01 00:32:50,Best mental health app,This has helped me so much. Thank you,Puppy1Moo,5,sanvello-anxiety-depression,922968861
"{'id': 13043589, 'body': 'We are sorry you are unable to open the app after multiple attempts. If you can reach out to us at info@sanvello.com we can look into this further for you.', 'modified': '2020-01-21T16:05:24Z'}",False,2020-01-19 17:19:59,App does not work,Downloaded the app but it comes up with a green screen with the logo and that’s it.  Deleted it and tried to restart it still nothing.,miccrim,1,sanvello-anxiety-depression,922968861
,False,2020-05-11 01:59:03,app keeps crashing,i love this app but it always crashes. the app won’t open after trying multiple different things to fix it.,Hdhshsnuaiaie,4,sanvello-anxiety-depression,922968861
,False,2020-01-03 21:35:47,Get it,Its been realy helpful,Jasmine faythhh,5,sanvello-anxiety-depression,922968861
,False,2020-12-24 04:42:18,Your good 💕,Not much more I need to say online lol 😎,Speedy the Og Ketcv,5,sanvello-anxiety-depression,922968861
,False,2020-08-14 14:41:47,I love it,"Best app ever, it has helped me a lot with my anxiety.",sromeroa,5,sanvello-anxiety-depression,922968861
,False,2020-06-22 07:33:10,Surprisingly,"Very calming, interesting and helpful",nae11720,5,sanvello-anxiety-depression,922968861
"{'id': 17897272, 'body': 'Great review! ⭐⭐⭐⭐⭐ Thank you. ', 'modified': '2020-09-15T20:39:17Z'}",False,2020-09-10 01:19:24,Great tool!,Great tool for keeping up with positive brain health!,smog drool day,5,sanvello-anxiety-depression,922968861
"{'id': 22812780, 'body': 'Thanks for your review, we\'re sorry you\'re having trouble with the video audio. When using an iPhone to listen to the videos, your toggle switch on the side of your phone needs to be in the ""on"" position (versus on vibrate or silent). If this still doesn\'t solve your issue, please email us at info@sanvello.com so we can look into this further. \n\xa0', 'modified': '2021-05-14T14:55:56Z'}",False,2021-05-12 18:37:21,Audio doesn’t work on videos and I’m not allowed to ask anyone for help except a therapist,Can’t see my worss here cool,beyondthc,2,sanvello-anxiety-depression,922968861
"{'id': 20963182, 'body': ""Thanks for your review, we're very glad to hear that Sanvello has helped with your anxiety! Please contact us at info@sanvello.com if you ever have any questions or feedback."", 'modified': '2021-02-09T21:36:32Z'}",False,2021-02-03 22:38:06,Sanvello,This app is so good I love it is helping my anxiety at school and home,pupple pomb,5,sanvello-anxiety-depression,922968861
"{'id': 18088136, 'body': '🤝We agree!  It really is a ""GREAT APP"".  Thank you for your ⭐⭐⭐⭐⭐review', 'modified': '2020-09-25T03:29:31Z'}",False,2020-09-23 17:04:03,Awesome,"This app has meditation, goal setting, therapists, coaches, and methods to improve health. Great app",rb7891,5,sanvello-anxiety-depression,922968861
"{'id': 18357355, 'body': 'Thank you for your feedback.  You can control the notifications you receive in your app settings.  Please reach out to info@sanvello.com for assistance.  We would be happy to help.', 'modified': '2020-10-08T19:14:37Z'}",False,2020-10-06 00:05:36,Excessive push notifications,"I want to like this app. I don’t, because it tells me the Fog of Feeings sign up motorcar every few days. It’s annoying and not helpful.",Hcjdjdjxjxjxnxnxncjcbcbcnfn,1,sanvello-anxiety-depression,922968861
,False,2020-07-17 01:03:11,5 stars,It’s nice and helps a lot,keisha mortense,5,sanvello-anxiety-depression,922968861
"{'id': 16964012, 'body': 'Thank you for the feedback.\n\nWe know people are looking for help not hype, which is why we have more unlocked CBT tools, meditations, and self-care content than any other mental health app.   \n\nFor more information on how Sanvello can help during Covid-19, please reach out to info@sanvello.com  ', 'modified': '2020-07-29T22:19:30Z'}",False,2020-07-29 17:23:23,"Premium was free, until things got awful",I used Sanvello for months then got many useful services cut off at the literal peak of the crises.,Sadie217,2,sanvello-anxiety-depression,922968861
,False,2020-06-11 01:04:24,Great app,I was struggling with anxiety and now I never get stressed,jabeirheuskksjs,5,sanvello-anxiety-depression,922968861
"{'id': 16836394, 'body': 'Hi there! These crashes were related to the Facebook SDK issue that caused many iOS apps to crash. It has since been resolved by Facebook, and Sanvello has resumed working normally.', 'modified': '2020-07-23T16:44:05Z'}",False,2020-07-10 12:04:10,Won’t open,After 2 premium days it keeps crashing. Tried reinstalling but won’t work.,Wierdplantd,1,sanvello-anxiety-depression,922968861
,False,2020-05-11 23:19:19,And then my eyes opened,Sanvello saved my life.,TravB0711,5,sanvello-anxiety-depression,922968861
"{'id': 12755788, 'body': 'Hi there, thank you for your review and for using the app daily. Please do not hesitate to reach out to our info@sanvello.com with additional questions or comments you may have. Thank you!', 'modified': '2020-01-06T22:16:12Z'}",False,2020-01-06 19:14:02,Useful,Great to use daily!,Nicki Maldonado,5,sanvello-anxiety-depression,922968861
,False,2020-04-16 20:08:12,Thanks,It really does help,Wikit Vibez,5,sanvello-anxiety-depression,922968861
,False,2021-04-29 02:23:02,Great Support App!,Highly recommend the Sanvello App.,ANONCHRO,5,sanvello-anxiety-depression,922968861
"{'id': 21095619, 'body': ""Thanks for your feedback, we're very sorry for those issues with billing and insurance. Please contact us at info@sanvello.com so we can take a closer look at this for you."", 'modified': '2021-02-16T18:45:16Z'}",False,2021-02-13 20:51:37,Terrible,Sent me a bill for $89 just for the lady to tell me they don’t take my insurance in the first place. They just try to take advantage of people. I was referred by my employer.,Jwynn2213,1,sanvello-anxiety-depression,922968861
"{'id': 19302345, 'body': ""Hi there! I am sorry to hear this is happening, I'd like to dig into this further. Can you please send the email you're using to info@sanvello.com and we'll look into this for you?\r\n"", 'modified': '2020-11-23T20:32:28Z'}",False,2020-11-20 22:57:36,Stuck at loading screen,Just downloaded the app. Can’t use it as it’s at the loading screen. ☹️,bdubcmc,1,sanvello-anxiety-depression,922968861
,False,2020-05-01 14:19:50,My mental health,I find this app is great for my depression and anxiety,Mastergearhead,5,sanvello-anxiety-depression,922968861
"{'id': 17266615, 'body': ""That's strange!  Our development team would like to know more because glitches should not be happening.  Let's get this resolved for you. Please contact us at info@sanvello.com.   "", 'modified': '2020-08-13T16:10:38Z'}",False,2020-08-11 16:26:14,Insurance Ripoff,"So many glitches that App is useless. Don't sign up under your insurance, this App is just stealing their (and thus your) money for nothing in return.",i.Love.Richard.Ross,1,sanvello-anxiety-depression,922968861
"{'id': 16963297, 'body': 'Us, too!  Thanks. ', 'modified': '2020-07-29T21:14:29Z'}",False,2020-07-27 21:46:24,Fantastic resource,Helps me feel grounded!,akshaik,4,sanvello-anxiety-depression,922968861
,False,2020-03-20 01:44:11,Amazing mental health app; the best I have found,So helpful & love the CBT content!!,nomotetears2cry,5,sanvello-anxiety-depression,922968861
"{'id': 13401756, 'body': 'Thank you so much for your enthusiasm, we really appreciate it! Hope you have a Shrektacular day! ', 'modified': '2020-02-10T15:30:21Z'}",False,2020-02-07 17:16:05,I love this I’m about to marry this app,Indescribable amazing beautiful gorgeous shrexy,thewhaleys,5,sanvello-anxiety-depression,922968861
,False,2021-02-06 00:19:11,My Journal,I Love this app.. it’s like a Therapist in the go.. 😂😂... Thank You,MyJoyrney,5,sanvello-anxiety-depression,922968861
"{'id': 21273557, 'body': ""Thanks for your review, we're glad to hear you're enjoying the app! The price of the upgraded version of the app was chosen to make we are able to continue providing great new and improved content for all users of the app, paid or not. Please send us an email at info@sanvello.com if you ever have any questions or feedback."", 'modified': '2021-02-24T20:17:45Z'}",False,2021-02-23 04:08:57,Love this app just wish upgrade wasn’t so $$$$,I reall,22starsandhearts,4,sanvello-anxiety-depression,922968861
,False,2020-04-28 01:33:43,Perfect,It has been grate for my health,sad123456789835728904148427739,5,sanvello-anxiety-depression,922968861
"{'id': 14144254, 'body': 'Thank you for your legitimate concern. Your data stays private. At Sanvello, we never share your personal information with anyone unless you explicitly request us to do so. Use our tools with full confidence that your information is private and secure. To learn more, please feel free to reach out to us at info@sanvello.com.', 'modified': '2020-03-20T14:37:48Z'}",False,2020-03-20 02:03:19,Missing Sign in With Apple,Been really stressed with COVID-19 and so they were offering premium accounts for free. Unfortunately I was unable to take advantage without compromising my privacy.,CalebC,1,sanvello-anxiety-depression,922968861
"{'id': 23376461, 'body': 'Thanks for your review, we apologize for any confusion associated with the scoring of the assessment. The scale is standardized for the DASS-21 assessment used in the app, but I will make sure to share your feedback with our product team for them to consider going forward. Please reach out to us at info@sanvello.com if you have any questions or additional feedback for us in the future.', 'modified': '2021-06-14T16:24:06Z'}",False,2021-06-13 11:18:04,Normal,"I completed the first analysis and was brought up as “normal, resilience”

Idk what that means. Mostly the normal part,  in an depression/anxiety app just seems rude? From psych classes I’ve taken, normal & special are terms outdated.",jibbenator8008,1,sanvello-anxiety-depression,922968861
,False,2021-04-08 05:42:01,Lonely,It is helping me a lot throughout my emotions,88889099,5,sanvello-anxiety-depression,922968861
,False,2020-04-21 17:09:40,Amazing app,Such an amazing app to use in times of quarantine.,MandoDubai,5,sanvello-anxiety-depression,922968861
,False,2020-01-18 17:58:37,So worthy,Amazing app with an amazing and helpful community.,godswer,5,sanvello-anxiety-depression,922968861
,False,2021-03-28 04:05:59,Useful.,Simple powerful.,為你好啊,5,sanvello-anxiety-depression,922968861
"{'id': 18201460, 'body': 'Thank you for your ⭐⭐⭐⭐⭐ review! ', 'modified': '2020-09-30T16:57:43Z'}",False,2020-09-27 15:48:45,Great App. Complements Therapy,Great way to apply the skills I learned in therapy,sajendra,5,sanvello-anxiety-depression,922968861
,False,2020-08-05 15:22:20,Just started,"So far, so good!",Lavitenniskid,5,sanvello-anxiety-depression,922968861
"{'id': 16836905, 'body': ""Hello! We're happy to update you that we have added Apple sign-in to our login options. "", 'modified': '2020-07-23T17:53:02Z'}",False,2020-07-10 20:07:52,Needs ‘Sign In With Apple’ option,Hard to believe this app will safeguard my privacy as it so explicitly claims while offering Facebook and Google sign in flow but not Apple?,Hamachi Sashimi,1,sanvello-anxiety-depression,922968861
"{'id': 17767431, 'body': 'Hi there!  Did this get resolved for you?  Please reach out to our support team at info@sanvello.com.  We want to get this resolved for you. ', 'modified': '2020-09-08T22:51:33Z'}",False,2020-08-29 16:34:29,Crashes,"This app is good, but it crashes. The iOS version I am using is13.6.1",Eyeless Fish,3,sanvello-anxiety-depression,922968861
,False,2021-05-20 16:38:22,Breathing,This style of breathing is very beneficial. It Really helps!,anniebuse,5,sanvello-anxiety-depression,922968861
"{'id': 23028198, 'body': ""Thanks for your review, I'm sorry you're having trouble opening the app and accessing the tools we have available. Please reach out to us at info@sanvello.com so we can take a look into this issue for you."", 'modified': '2021-05-26T16:23:46Z'}",False,2021-05-24 22:21:01,Won’t ever open,What’s the point of the app if i can only ever open it if it sends me a notification? Horrible app with fake reviews,Bollybob gfjv,1,sanvello-anxiety-depression,922968861
"{'id': 17897264, 'body': 'Let us know how we can improve and earn another star!  Please contact us at info@sanvello.com.  Your feedback is important to us.', 'modified': '2020-09-15T20:38:48Z'}",False,2020-09-10 16:09:43,Learning to relax,Helps with the relaxing process,shanv2020,4,sanvello-anxiety-depression,922968861
"{'id': 19912075, 'body': 'Hi there, thank you for your feedback. We apologize that this functionality is not currently available, I will share this feedback with our product team to potentially have it added in a future release of the app. Please do contact us at info@sanvello.com if you have any additional feedback or questions. ', 'modified': '2020-12-21T20:24:30Z'}",False,2020-12-18 13:11:44,No iPad landscape mode,Apple has sold over 500 million iPads. Most are used in landscape mode. When do you plan to support landscape mode?,N/A 1234,1,sanvello-anxiety-depression,922968861
,False,2020-08-17 17:22:54,Mediation in a Fog.  It’s very easy to follow & feels very natural.,I i,Bean$7534,5,sanvello-anxiety-depression,922968861
,False,2020-12-01 00:03:34,yup,"this whole app has made me feel better, it feels like a friend checking up on me",my name is ✨classified✨,5,sanvello-anxiety-depression,922968861
"{'id': 15085473, 'body': ""Hi, I'm really sorry to hear this. Could you email us at info@sanvello.com so we can try to help? We haven't been seeing many reports like this, but when we do uninstalling and reinstalling usually fixes a problem where the app hasn't quite initialized correctly."", 'modified': '2020-05-04T16:25:04Z'}",False,2020-04-22 14:49:18,Keeps crashing,"This app has never worked for me. Every time I try to start it, it crashes.",Dianaswartz1991,1,sanvello-anxiety-depression,922968861
,False,2020-07-03 20:00:34,Very helpful for my anxiety .. great community,Love it this app,Bad 13 nephelim,5,sanvello-anxiety-depression,922968861
,False,2021-03-26 19:51:23,good app,it’s helps a lot it always makes me feel better,Alisonlovesunicorn11,5,sanvello-anxiety-depression,922968861
,False,2020-04-13 21:58:11,Meditations,Love the choices from Sanvello!,LivSxinney,5,sanvello-anxiety-depression,922968861
"{'id': 22772998, 'body': 'Thanks for your review, we apologize for the lack of diverse providers while looking for an appointment through the app. Please contact our clinical scheduling team at scheduling@sanvello.com or by calling 877-441-0121 to learn more about all of the providers we have available.', 'modified': '2021-05-12T18:39:23Z'}",False,2021-05-10 17:43:34,Needs diversity,It is Impossible to find a person of color as a preferred choice if you are looking in Minnesota.,Dmack86,1,sanvello-anxiety-depression,922968861
"{'id': 19912091, 'body': 'Thank you for your feedback, we apologize that you were having trouble navigating the app and joining your session. Please do contact us at info@sanvello.com so we can help resolve these concerns for you. ', 'modified': '2020-12-21T20:26:02Z'}",False,2020-12-18 23:28:15,Not intuitive,Not sure how stressed people can do anything here. I could t even join my session!,congema,1,sanvello-anxiety-depression,922968861
,False,2020-12-02 13:27:16,Love this app!,Such a great app for those with anxiety and depression.,aminah_mck,5,sanvello-anxiety-depression,922968861
,False,2020-04-13 14:03:24,Stay in top of moods and emotions,Keeping in touch with mt feelings.,drdbee,4,sanvello-anxiety-depression,922968861
"{'id': 13139678, 'body': 'We are sorry you are unable to fully utilize the app. If you can reach out to us at info@sanvello.com we can look into this further for you.', 'modified': '2020-01-27T14:43:04Z'}",False,2020-01-25 22:43:29,Wouldn’t ever load,"I had all WiFi internet everything, would not ever load.",jara k,1,sanvello-anxiety-depression,922968861
"{'id': 17566269, 'body': ""Well, that doesn't sound right.  Can you contact us at info@sanvello.com so that we can troubleshoot this with you, ASAP?  "", 'modified': '2020-08-28T18:28:11Z'}",False,2020-08-23 16:22:14,Can’t upgrade to premium,The button does nothing.,Simplechords,1,sanvello-anxiety-depression,922968861
"{'id': 15085447, 'body': ""Hi, any chance you could send us an email at info@sanvello.com so we can help work through things? Uninstalling and reinstalling will likely fix the problem, but we'd love to try to help if it doesn't."", 'modified': '2020-05-04T16:24:05Z'}",False,2020-04-24 14:23:21,Doesn’t open!,I downloaded the app and it doesn’t get pass the opening page!!!,Authentic Critic,1,sanvello-anxiety-depression,922968861
"{'id': 21008362, 'body': ""Thanks for your feedback, we're sorry you've had trouble scheduling a counseling appointment. Please contact us at info@sanvello.com so we can work with our scheduling team on this."", 'modified': '2021-02-11T22:31:58Z'}",False,2021-02-10 01:51:25,Schedule appointments,It really had to schedule counseling appointments.,user 250 bld11,3,sanvello-anxiety-depression,922968861
"{'id': 16836965, 'body': 'Hi! Thanks for this feedback. One of the best things about Sanvello is that we offer a wide range of coping tools–thought journaling is just one. We hope you have the opportunity to explore the other self-care content: meditations, Guided Journeys, Hope Board, and more.', 'modified': '2020-07-23T17:59:04Z'}",False,2020-07-15 20:19:58,"App is nice, but not for me",Too much into journaling your feelings. I’m not into that.,Helena331,3,sanvello-anxiety-depression,922968861
"{'id': 16836401, 'body': 'Hi there! These crashes were related to the Facebook SDK issue that caused many iOS apps to crash. It has since been resolved by Facebook, and Sanvello has resumed working normally.', 'modified': '2020-07-23T16:44:42Z'}",False,2020-07-10 12:36:44,Helpful but crashing,PLEASE HELP it’s not lunching. Enjoy it but need it to load. iPhone X IOS 13,klipp86,3,sanvello-anxiety-depression,922968861
"{'id': 21095627, 'body': ""Thanks for your feedback, we're sorry that you've had trouble upgrading your account through your insurance. Please contact us at info@sanvello.com so we can take a closer look at this for you."", 'modified': '2021-02-16T18:47:49Z'}",False,2021-02-11 21:50:26,Upgrade through insurance does not work,Unable to upgrade and Sanvello does not offer support to resolve,HelloFellowRxConsumers!,1,sanvello-anxiety-depression,922968861
,False,2021-03-27 02:38:56,:),really helping me calm down and keep track of my feelings,（╹◡╹）♡ solé,5,sanvello-anxiety-depression,922968861
"{'id': 20792648, 'body': ""Thank you for your review. In order to use all of the self-care content in the app, it's necessary to have a Sanvello Premium account. Please contact us at info@sanvello.com so we can look into some different options for upgrading your account! "", 'modified': '2021-02-01T22:47:35Z'}",False,2021-01-29 14:49:34,Dissatisfied,App won’t let me progress beyond storms.  It seems to require me to sign up for paid options.  Not impressed.,Rabbi Rachel,1,sanvello-anxiety-depression,922968861
"{'id': 16983377, 'body': 'We are always working to expand our list of insurer partners.  In the meantime,  please enjoy our daily mood tracker, our community forums, our guided journeys and our thought tools. We think these tools and resources are pretty great! ', 'modified': '2020-07-30T14:57:31Z'}",False,2020-07-28 04:10:57,Therapy not available in my state,This was the only reason I downloaded this. Wish my insurance supported betterhelp,Arr2dee2,1,sanvello-anxiety-depression,922968861
"{'id': 20963147, 'body': ""Thanks for your review, I'm sorry you ran into trouble with setting up your account. Please email us at info@sanvello.com so we can look into this for you. "", 'modified': '2021-02-09T21:31:40Z'}",False,2021-02-08 16:01:02,it says the email address is already in use.,"as far as i know, i’ve never made an account. the app looks good though, so i won’t hold a grudge.",MooMooMarie,3,sanvello-anxiety-depression,922968861
"{'id': 17767360, 'body': 'Thank you for your feedback.  I will make sure our product team reviews this in detail. \n\nAs an FYI, we are working to scale our therapeutic services.  We encourage people to check back frequently as we expand to meet the growing demand. ', 'modified': '2020-09-08T22:40:13Z'}",False,2020-09-05 01:27:51,App Store Review,"After reviewing and navigating different aspect of the app, I would rate Sanvello a 4.5 out of 5. The rating is based on numerous strengths and weakness the app exhibits. Sanvello lacks important substance, the therapy option on the app is unavailable in many states. With that, Sanvello also does not provide service for individuals with impairments and disabilities. The app also has mediocre guided mediations when comparing to other applications. Sanvello does display strengths including, their easy to navigate design. Uniquely, the app promotes a variety of features that help users achieve their mental health goals in comparison to other mental health apps. Sanvello also offers the ability to connect with a community of users to form a safe space to feel supported. Comparatively, Sanvello should not be considered a substitute to professional mental health treatment. However, when the app is used as a part of a self-care plan, the app can be vital to prioritizing one’s mental health. During adolescence development one begins to face individual stresses including, school pressure, friendships altercations, relationship struggles, family hardships, and irregular sleeping patterns—the way teenagers cope with these stressors shape the individual (Laser & Nicotera, 2010). Correspondingly, Sanvello has multiple features that allow adolescents to develop and cope with significant stressors they experience daily including, journaling, meditation, and monitoring sleeping habits. The accessibility of these features and the permission to access peer-support on Sanvello can help guide adolescents on their identity process. Social networking site and applications benefit teenagers to learn and develop self-control, to respect to individuals’ viewpoints, to engage in critical thinking techniques (Murphy et al., 2013). The app provides a variety of suggestions and skills based on adolescent’s mental health struggles and development, ultimately demonstrating appropriateness for that particular age group.",MariaAnag,4,sanvello-anxiety-depression,922968861
,False,2020-08-10 02:46:19,love this app!,it has helped me so much!! definitely recommend :)),Svea Yvonne,5,sanvello-anxiety-depression,922968861
"{'id': 18088209, 'body': '👋Hi Heather.  When using an iPhone to listen 👂 to the videos,  the toggle switch on the side of your phone needs to be in the ""on"" position 🔊 ( instead of ""vibrate"" or ""silent""). 😊I hope you check it out and then consider updating your review.   ⭐⭐⭐⭐⭐\n', 'modified': '2020-09-25T03:34:07Z'}",False,2020-09-23 16:06:14,Sound doesn’t work,It only worked on the day I downloaded the app,HeatherLarson,1,sanvello-anxiety-depression,922968861
,False,2020-06-23 18:30:44,I LOVING THIS APP GET THIS APP!!!!!!    ASAP,I really love this app it helps me a lot with my depression,Emery223,5,sanvello-anxiety-depression,922968861
,False,2020-04-14 05:57:36,Relaxing,This is so relaxing,Bcwalters,5,sanvello-anxiety-depression,922968861
